Y1	Y2	Y	Domain	area	keywords	Abstract
1	6	23	ECE 	 Electrical network  	 Transfer Lines; Energy recovery; Magnet supply; Control strategy; Grid power limitation; Energy management        	This work presents the analysis of a two-quadrant regulator connected to the DC-link of a 4-quadrant magnet supply. The key objective is to present some regulation strategies for controlling the peak power required from the power network as well as to recover the magnet energy into capacitor banks. A comparative study that highlights the trade off between the size of reactive elements, and the peak current drawn from the electrical network is presented.
2	3	36	Psychology  	 Nonverbal communication  	 virtual worlds; collaboration; immersion; interaction; communication; nonverbal; case study; pilot case        	Three-dimensional virtual worlds (3DVW) have been growing fast in number of users, and are used for the most diverse purposes. In collaboration, 3DVW are used with good results due to features such as immersion, interaction capabilities, use of avatar embodiment, and physical space. In the particular cases of avatar embodiment and physical space, these features support nonverbal communication, but its impact on collaboration is not well known. In this work we present the initial steps for creation of a protocol for case study research, aiming to assert itself as a tool to collect data on how nonverbal communication influences collaboration in 3DVW. We define the propositions and units of analysis, and a pilot case to validate them.
6	2	127	biochemistry 	 Human Metabolism  	 Antibiotics; Flavin analogs; Human flavokinase; Human FAD synthetase; Streptomyces davawensis        	The non-pathogenic Gram-positive soil bacterium Streptomyces davawensis synthesizes the riboflavin (vitamin B(2)) analogs roseoflavin (RoF) and 8-demethyl-8-amino-riboflavin (AF). Both compounds are antibiotics. Notably, a number of other riboflavin analogs are currently under investigation with regard to the development of novel antiinfectives. As a first step towards understanding the metabolism of riboflavin analogs in humans, the key enzymes flavokinase (EC 2.7.1.26) and FAD synthetase (EC 2.7.7.2) were studied. Human flavokinase efficiently converted RoF and AF to roseoflavin mononucleotide (RoFMN) and 8-demethyl-8-amino-riboflavin mononucleotide (AFMN), respectively. Human FAD synthetase accepted RoFMN but not AFMN as a substrate. Consequently, roseoflavin adenine dinucleotide (RoFAD) was synthesized by the latter enzyme but not 8-demethyl-8-amino-riboflavin adenine dinucleotide (AFAD). The cofactor analogs RoFMN, AFMN and RoFAD have different physicochemical properties as compared to FMN and FAD. Thus, the cofactor analogs have the potential to render flavoenzymes inactive, which may negatively affect human metabolism. RoF, but not AF, was found to inhibit human flavokinase. In summary, we suggest that AF has a lower toxic potential and may be better suited as a lead structure to develop antimicrobial compounds. (C) 2011 Elsevier Inc. All rights reserved.
0	10	10	CS 	 Distributed computing  	 distributed computing networks; grid; information security; security threats; security policy        	The issue of providing information security for data and computing resources in grid networks is reviewed. Specific features of architecture of distributed computing networks based on grid platforms are analyzed. Security threats specific for grid systems are typified. The available measures ensuring security for grid systems are considered, and their drawbacks are indicated. The set of applied issues associated with ensuring grid protection from unauthorized access is defined.
5	37	109	Medical 	 Myelofibrosis  	 polycythemia vera; quality of life; signs and symptoms        	Objectives: Polycythemia vera (PV)-related symptoms may not be adequately controlled with conventional therapy. This current analysis of the RESPONSE trial evaluated the effects of ruxolitinib compared with standard therapy on quality of life (QoL) and symptoms in patients with PV who were hydroxyurea resistant/intolerant. Methods: In the previously reported primary analysis, ruxolitinib achieved the primary composite endpoint of hematocrit control and >= 35% reduction in spleen volume at Week 32. The current analysis evaluated patient-reported outcomes using the European Organisation for Research and Treatment of Cancer Quality of Life Questionnaire-Core 30 (EORTC QLQ-C30), the Myeloproliferative Neoplasm Symptom Assessment Form (MPN-SAF), the Pruritus Symptom Impact Scale (PSIS), and the Patient Global Impression of Change (PGIC). Results: Compared with standard therapy, ruxolitinib was associated with greater improvements in global health status/QoL, functional subscales, and individual symptom scores of the EORTC QLQ-C30. At Week 32, more patients in the ruxolitinib arm (44%) achieved a >= 10-point improvement in global health status/QoL vs. standard therapy (9%). Improvements in MPN-SAF symptom scores were consistent with improvements in EORTC QLQ-C30, PSIS, and PGIC scores. Conclusions: Ruxolitinib provides clinically relevant improvements in QoL and ameliorates symptom burden in patients with PV who are hydroxyurea resistant/intolerant.
1	4	21	ECE 	 Digital control  	 frequency analysis; impedance method; digital control system; grid-connected inverter; sinusoidal compensator        	A grid-connected inverter is indispensable for photovoltaic power generation and smart grid systems, and it must be designed for stable operation. The impedance method based on the Nyquist criterion is often utilized to analyze the stability of grid-connected inverter systems. The impedance method is based on the eigenvalues of the product of the inverter output admittance and the line impedance matrices in the frequency domain. However, the frequency characteristics have so far been derived only for inverters with analog control systems. A new frequency analysis method for inverters with digital control systems is proposed in this paper. First, a stability analysis example for a three-phase LCL-type inverter controlled digitally is shown and the results are compared and validated with those by simulation using a Saber simulator. Finally, they are also compared and validated with experimental results digitally controlled by a DSP-based system. (C) 2017 Wiley Periodicals, Inc.
1	12	29	ECE 	 Signal-flow graph  	 cascade boost converters; models; signal flow graph; steady-state        	This paper presents a systemic analysis for the steady-state performance of novel cascade boost converters based on a developed switching signal flow graph (SFG) method. The effects caused by parasitic parameters are considered. The general guidelines for drawing switching SFG and the derivation of steady-state information are provided. With the applications to the examples, the proposed graphical analytical method shows the advantages of high convenience and practicability to the cascade boost converters. Both the circuit simulation and experimental results are provided to support the theoretical analysis.
1	1	18	ECE 	 Lorentz force law  	 Energy harvester; TPMS        	This paper proposes the design of a novel weighted-rotor energy harvester, which oscillates due to the periodic change of the tangential component of gravity, to harvest kinetic energy from a rotating wheel. Unlike traditional energy-harvesting devices, which have a fixed natural frequency, when the speed of the car increases, the centripetal acceleration of the rotating wheel also increases the rotor's natural frequency of oscillation. By employing a suitably-designed weight, the natural frequency of the rotor can match with the rotating frequency of the wheel at any speed, and the rotor oscillates at a large angle and angular velocity to generate a large amount of power. The models of power generation were derived by using Faraday's law of induction and Lorentz force law, which were followed by the numerical simulation performed to verify the correctness with experiments. The output voltage and power have been discussed considering the constant and accelerating plate rotation speed. When a 550 ohm resistor connected in series, the average output power is 399 to 535 micro-Watts at plate rotation speed from 300 to 500 rpm and is possible to be the power source for TPMS.
4	2	63	Civil 	 Remote Sensing  	 coastline change; spatio-temporal pattern; Ningbo; Landsat; normalized difference water index        	Ningbo City in Zhejiang Province is one of the largest port cities in China and has achieved high economic development during the past decades. The port construction, land reclamation, urban development and silt deposition in the Ningbo coastal zone have resulted in extensive coastline change. In this study, the spatio-temporal change of the Ningbo coastlines during 1976-2015 was detected and analysed using Landsat time-series images from different sensors, including Multispectral Scanner (MSS), Thematic Mapper (TM), Enhanced Thematic Mapper Plus (ETM+) and Operational Land Imager (OLI). Fourteen individual scenes (covering seven phases) of cloud-free Landsat images within the required tidal range of +/- 63 cm were collected. The ZiYuan-3 (ZY-3) image of 2015 was used to extract the reference coastline for the accuracy assessment. The normalised difference water index (NDWI) and the modified normalized difference water index (MNDWI) were applied to discriminate surface water and land features, respectively. The on-screen digitising approach was then used to further refine the extracted time-series coastlines in the period from 1976 to 2015. Six relevant indices, length, length change, annual length change, fractal dimension (FD), average net shoreline movement (NSM) and average annual NSM, were calculated to analyse and explore the spatio-temporal change features of Ningbo coastlines. Results show that the length of the Ningbo coastlines increased from 910 km to 986 km, and the value of FD increased from 1.09 to 1.12, and the coastline morphology changed from sinuous to straight. The average NSM increased from 187 m to 298 m and the average annual NSM reached 85 m/year, indicating the advance of coastlines towards the sea at a high level. The spatio-temporal change patterns also varied in different areas. In Hangzhou Bay, significant advancement along the coastlines was experienced since 2001 mainly because of urban construction and land reclamation. In Xiangshan Bay, the forces of nature played a major role in coastline dynamics before 2008, whilst port construction, urban construction and island link projections moved the coastlines towards the sea. The coastline changes of Sanmen Bay were affected by the interaction of nature and human activities. All these observations indicate that forces of nature and human activities were the two important influential factors for the observed coastline change. In this case, the coastline complexity variation was considered responsible for various coastline patterns change of the Ningbo coast. In addition, erosion and accretion occurred in turn because of forces of nature and human activities, such as urban development and agricultural exploitation.
6	3	128	biochemistry 	 Immunology  	 Immunology; cardiology        	Peripartum cardiomyopathy is a heart failure syndrome occurring late in pregnancy or during the early post-natal period. The pathophysiology of peripartum cardiomyopathy is not fully understood and various mechanisms have been postulated including an underlying inflammatory process. We here report four cases presenting with acute left ventricular systolic dysfunction. Three out of four of the patients presented with a left ventricular ejection fraction <30% and one with a left ventricular ejection fraction of 35%. All made a full clinical recovery following treatment with high-dose intravenous steroids. This case series adds to the growing body of evidence for the role for immunosuppressants in the management of peripartum cardiomyopathy.
5	14	86	Medical 	 Dementia  	 hearing loss; dementia; screening; elderly        	ObjectivesTo develop a version of the Montreal Cognitive Assessment (MoCA) to be administered to the severely hearing impaired (HI-MoCA), and to assess its performance in two groups of cognitively intact adults over the age of 60. Study TypeTest development followed by prospective subject recruitment. MethodsThe MoCA was converted into a timed PowerPoint (Microsoft Corp., Redmond, WA) presentation, and verbal instructions were converted into visual instructions. Two groups of subjects over the age of 60 were recruited. All subjects passed screening questionnaires to eliminate those with undiagnosed mild cognitive impairment. The first group had normal hearing (group 1). The second group was severely hearing impaired (group 2). Group 1 received either the MoCA or HI-MoCA test (T1). Six months later (T2), subjects were administered the test (MoCA or HI-MoCA) they had not received previously to determine equivalency. Group 2 received the HI-MoCA at T1 and again at T2 to determine test-retest reliability. ResultsOne hundred and three subjects were recruited into group 1, with a score of 26.66 (HI-MoCA) versus 27.14 (MoCA). This was significant (P0.05), with a test-retest coefficient of 0.66. ConclusionThe HI-MoCA is easy to administer and reliable for screening cognitive impairment in the severely hearing impaired. No conversion factor is required in our prospectively tested cohort of cognitively intact subjects. Level of Evidence1b. Laryngoscope, 127:S4-S11, 2017
2	3	36	Psychology  	 Nonverbal communication  	 annotation tools; interaction analysis; human motion visualization        	The qualitative analysis of nonverbal communication is more and more relying on 3D recording technology. However, the human analysis of 3D data on a regular 2D screen can be challenging as 3D scenes are difficult to visually parse. To optimally exploit the full depth of the 3D data, we propose to enhance the 3D view with a number of visualizations that clarify spatial and conceptual relationships and add derived data like speed and angles. In this paper, we present visualizations for directional body motion, hand movement direction, gesture space location, and proxemic dimensions like interpersonal distance, movement and orientation. The proposed visualizations are available in the open source tool JMocap and are planned to be fully integrated into the ANVIL video annotation tool. The described techniques are intended to make annotation more efficient and reliable and may allow the discovery of entirely new phenomena.
3	7	59	MAE 	 Materials Engineering  	 Process intensification; Green chemistry; Systems chemistry; Predictive modelling; Computer aided process design        	A possible conceptualisation formalism for high-level description of complex reaction systems is presented. The formalism is intended as a framework for adopting multi-scale modelling and simulation tools to the problems of reverse design of intensive processes and for design of functional materials. The formalism is exemplified through several historical cases from the fields of reaction and materials' engineering. (C) 2011 Elsevier B.V. All rights reserved.
0	16	16	CS 	 Bioinformatics  	 cervical cancer; differentially-expressed genes; differentially-expressed microRNAs; protein-protein interaction; enrichment analysis        	Cervical cancer is one of the most common types of cancer among women worldwide. In order to identify the microRNAs (miRNAs/miRs) and mRNAs associated with the carcinogenesis of cervical cancer, and to investigate the molecular mechanisms of cervical cancer, an miRNA microarray, GSE30656, and 3 mRNA microarrays, GSE63514, GSE39001 and GSE9750, for cervical cancer were retrieved from Gene Expression Omnibus. These datasets were analyzed in order to obtain differentially-expressed genes (DEGs) and miRNAs using the GEO2R tool. Gene Ontology (GO) and pathway enrichment analysis for DEGs were performed using the Database for Annotation, Visualization and Integrated Discovery. Protein-protein interaction (PPI) analysis for DEGs was conducted using The Search Tool for the Retrieval of Interacting Genes software and visualized using Cytoscape, followed by hub gene identification, and biological process and pathway enrichment analysis of the module selected from the PPI network using the Molecular Complex Detection plugin. In addition, miRecords was applied to predict the targets of differentially-expressed miRNAs. A total of 44 DEGs and 15 differentially-expressed miRNAs were identified. These DEGs were mainly enriched in GO terms associated with the cell cycle. In the PPI network, cyclin-dependent kinase 1, topoisomerase DNA II alpha, aurora kinase A (AURKA) and minichromosome maintenance complex component 2 (MCM2) had higher degrees of connectivity. A significant module was detected from the PPI network. AURKA, MCM2 and kinesin family member 20A exhibited higher degrees in this module, while the genes in the module were mainly involved in the cell cycle and the DNA replication pathway. In addition, estrogen receptor 1 was predicted as the potential target of 13 miRNAs. A total of 10 DEGs were identified as potential targets of miR-203. In conclusion, the results indicated that microarray dataset analysis may provide a useful method for the identification of key genes and patterns to successfully identify determinants of the carcinogenesis of cervical cancer. The functional studies of candidate genes and miRNAs from these databases may lead to an increased understanding of the development of cervical cancer.
1	4	21	ECE 	 Digital control  	 Polling; semi-Markov process; recursive procedure; expectation; dispersion; time interval        	An ergodic semi-Markov process with the structure represented by the full graph with loops, which simulates a digital control algorithm that generated transactions onto an object, is investigated. Elementary simplifications for reduction of semi-Markov processes are defined. Recursive procedure for reduction of initial semi-Markov process structure till the model, which includes selected states with its links only, is proposed. Formulae for recalculation of probabilities, weighted densities and expectations of time of switching to linked states are obtained. It is shown that recursive procedure may be used also for calculation of time expectation of return the process to one of selected states that simplified the task of evaluation of time intervals between transactions in polling procedure.
2	7	40	Psychology  	 Depression  	 Addictive behaviours; Craving; Desire thinking; Metacognitions; Metacognitive theory; Internet pornography use        	Defined as sexually explicit material that elicits erotic thoughts, feelings, and behaviours, internet pornography is a prevalent form of media that may facilitate problematic use and craving for engagement. Research suggests that superordinate cognitions and information processing, such as desire thinking and metacognition, are central to the activation and escalation of craving in addictive behaviours. The current study aimed to contribute to the literature by testing the proposed metacognitive model of desire thinking and craving in a sample of problematic pornography users, while revising the model by incorporating negative affect. From a theoretical perspective, environmental cues trigger positive metacognitions about desire thinking that directly influence desire thinking, resulting in the escalation of craving, negative metacognitions, and negative affect. Participants were recruited via an online survey and screened for problematic internet pornography use. Path analyses were used to investigate relationships among the aforementioned constructs in a final sample of 191 participants. Consistent with previous research, results of this study validated the existence of metacognitive processes in the activation of desire thinking and escalation of craving, while indicating that desire thinking has the potential to influence negative affect. Additionally, results supported the role of significant indirect relationships between constructs within the revised model of metacognition, desire thinking, and psychopathology. Collectively, the findings demonstrate the clinical value of a metacognitive conceptualisation of problematic pornography use. Exploring the metacognitive mechanisms that underpin problematic internet pornography use may give rise to the development of new treatment and relapse prevention strategies. (C) 2017 Elsevier Ltd. All rights reserved.
2	12	45	Psychology  	 Media violence  	 aggression; music; misogynous; men-hating; media violence        	Three studies examined the impact of sexual-aggressive song lyrics on aggressive thoughts, emotions, and behavior toward the same and the opposite sex. In Study 1, the authors directly manipulated whether male or female participants listened to misogynous or neutral song lyrics and measured actual aggressive behavior. Male participants who were exposed to misogynous song lyrics administered more hot chili sauce to a female than to a male confederate. Study 2 shed some light on the underlying psychological processes: Male participants who heard misogynous song lyrics recalled more negative attributes Of women and reported more feelings of vengeance than when they heard neutral song lyrics. In addition, men-hating song lyrics had a similar effect on aggression-related responses of female participants toward men. Finally, Study 3 replicated the findings of the previous two studies with an alternative measure of aggressive behavior as well as a more subtle measure of aggressive cognitions. The results are discussed in the framework of the General Aggression Model.
0	2	2	CS 	 network security  	 Cyber switching attack; SG security and SG stability; thyristor-controlled braking resistor        	As the conventional power systems turn towards smart grids (SGs) on a fast pace, this transition may create new and significant challenges to the existing electrical network security. Along with many important features of the SGs cyber security has emerged to be a critical issue due to the interconnection of several loads, generators, and renewable resources through the communication network. Cyber-physical attacks (CPAs) are classified as the major threatening of SGs security because it may lead to severe consequences such as large blackout and destruction of infrastructures. Cyber switching attacks (CSAs) (as a part CPAs) start to attract the attention due to its severity and speed in destabilizing the SGs, we present in this paper Thyristor-Controlled Braking Resistor (TCBR) as a solution to mitigate this type of attack. TCBR can enable us to stabilize the target generator in a relatively short time.
0	13	13	CS 	 Algorithm design  	 Discrete-time system; CSTR control; Adaptive control; The neural networks; Nonlinear systems        	In this paper, an adaptive predictive control algorithm is employed to controlling a class of continuous stirred tank reactor (CSTR) system. The main contribute of this paper is that the CSTR system are in discrete-time form and non-symmetric dead-zone inputs are considered here. The design parameters of control algorithm for the CSTR systems are not so much than before, such that the calculated amount of the control algorithm is less than before. By considering the Radial basis function neural networks (RBFNN), the unknown functions are approximated, the mean value theorem is utilized in the algorithm design process. Based on the Lyapunov analysis method, and choosing the design parameters appropriately, all the signals in the closed-loop system are proved to be semi-global uniformly ultimately bounded (SGUUB) and the tracking error is converged to a small compact set. A simulation example for CSTR systems is studied to demonstrate the effectiveness of the proposed approach. (C) 2015 Elsevier B.V. All rights reserved.
4	8	69	Civil 	 Solar Energy  	 photovoltaic modules; two-diode equivalent circuit; I-V characteristics; solar energy        	Many diode-based equivalent circuits for simulating the electrical behaviour of photovoltaic (PV) cells and panels are reported in the scientific literature. Two-diode equivalent circuits, which require more complex procedures to calculate the seven model parameters, are less numerous. The model parameters are generally calculated using the data extracted from the datasheets issued by the PV panel manufactures and adopting simplifying hypotheses and numerical solving techniques. A criterion for rating both the usability and accuracy of two-diode models is proposed in this paper with the aim of supporting researchers and designers, working in the area of PV systems, to select and use a model that may be fit for purpose. The criterion adopts a three-level rating scale that considers the ease of finding the data used by the analytical procedure, the simplicity of the mathematical tools needed to perform calculations and the accuracy achieved in calculating the current and power. The analytical procedures, the simplifying hypotheses and the operative steps to calculate the parameters of the most famous two-diode equivalent circuits are exhaustively described in this paper. The accuracy of the models is tested by comparing the characteristics issued by the PV panel manufacturers with the current-voltage (I-V) curves, at constant solar irradiance and/or cell temperature, calculated with the analysed models with. The results of the study show that the two-diode models recently proposed reach accuracies that are comparable with the values derived from the one-diode models.
5	16	88	Medical 	 Weight Loss  	 Intermittent fasting; Energy restriction; Meal frequency; Ramadan; Clinical; Glucose tolerance test; Body composition; Lean; Metabolism; Cognitive performance; Glucose; Insulin; Satiety; Mood        	Objectives: There has been a parallel increase in the incidence of obesity and diabetes as well as the number of daily meals. However, evidence is lacking regarding the role of intermittent fasting. The aim of this study was to determine the effects of a Ramadan model of intermittent fasting (RIF; 14 h of daytime abstinence from food and drinking) for 28 d on body composition, glucose metabolism, and cognitive function. Methods: Ten healthy, lean men were included in a nonrandomized, crossover, intervention study. Testing was performed before a control period of 28 d, as well as before and after 28 d of RIF. Whole-body dual-energy x-ray absorptiometry, magnetic resonance imaging of the abdomen, fitness test, oral glucose tolerance test, and cognitive function tests were performed. As secondary outcome, the participants' physical activity and 72-h glycemic responses were monitored 6 d within each of the periods. Dietary intake, appetite, and mood questionnaires also were assessed. Results: Comparing A differences from testing days; body mass index changes from the control period (A Mean: 02 kg/m(2), 95% confidence interval [CI], 2 to 0.5) and the RIF period (A mean: 03 kg/m2, 95% CI,-0.6 to-0.1) were significantly different (P < 0.05). Secondary outcomes within the RIF period showed an increased area under curve (AUC) for hunger accompanied by a reduced AUC for satiety (both, P < 0.05), less mean steps per day (P < 0.05), and less positive feelings in the afternoon (P < 0.01) compared with the control period. No changes were observed in any of the other evaluated parameters. Conclusions: Free-living participants were able to comply with 14 h of daily daytime abstinence from food and drinking for 28 d with only a minor effect on body mass index and without any effects on body composition, glucose metabolism, and cognitive function. (C) 2017 The Authors. Published by Elsevier Inc.
6	6	131	biochemistry 	 Polymerase chain reaction  	 CML; BCR-ABL; mutation; imatinib; nilotinib        	Introduction: The identification of BCR-ABL expression as the defining leukemogenic event in chronic myeloid leukemia (CML) and the introduction of BCR-ABL tyrosine kinase inhibitors in 2001 have revolutionized disease management, leading to a reduction in mortality rates and accordingly an increase in the estimated prevalence of CML. Case report : Based on medical records and clinical follow-up, the authors present the case of a Philadelphia chromosome-positive CML patient who developed resistance to imatinib. Quantitative reverse transcription-polymerase chain reaction testing revealed a V280G BCR-ABL mutation. Discussion and conclusions: This is the first report describing a new BCR-ABL kinase domain mutation-V280G-that might be associated with resistance to imatinib. Approximately 15% to 30% of patients treated with imatinib discontinue treatment due to resistance or intolerance. More than 90 BCR-ABL mutations were detected so far, conferring variable degrees of drug resistance, with consequent clinical, therapeutic, and prognostic impact.
2	12	45	Psychology  	 Media violence  	 media violence; behavioral effects; violent entertainment; crime and media        	This review of empirical research into the effects of media violence examines what has been learned from evidence and to what extent the evidence can be accepted at face value. This article reexamines debates about different data types, different methodologies, theoretical and explanatory models, directions of effect, and value of aggregated data sets. Limitations and weaknesses are identified in relation to the various methodological approaches and sources of evidence that have been featured in academic discussions and debates about media policy and content regulation. Although not dismissing the empirical research on this subject as valueless, this critique advises caution in accepting blanket conclusions about harmful effects of media violence, instead calling for a targeted approach that recognizes that some media consumers may be more susceptible than others to media effects and that media depictions of violence can vary in the risks they represent as potential triggers of unpleasant or harmful reactions among media consumers.
1	13	30	ECE 	 State space representation  	 switch-mode converter; non-linear state-space modeling; feedback control        	In this paper, the development of a novel controller for a bidirectional buck and boost converter is studied to implement an active capacitance. To this end, an averaging method is used to obtain a nonlinear state-space model of the converter in the Continuous Conduction Mode (CCM) for buck and boost configurations, separately. These models are then combined into a state-space representation for the whole range of operation. Using the obtained model, a controller is designed to track a desired input current based on the applied input voltage such that the circuit exhibits a capacitive effect between the input terminals. The converter along with its proposed control method is a suitable replacement for the commonly used electrolytic capacitors in different applications. Simulation results are presented that demonstrate performance of the proposed current control method. Experimental verification is currently under investigation.
6	0	125	biochemistry 	 Molecular biology  	 8-Oxoguanosine; O6-Methylguanosine; Oxidation; Alkylation; RNA surveillance; Translation; Ribosome; RNA damage        	"The ""central dogma"" of molecular biology describes how information contained in DNA is transformed into RNA and finally into proteins. In order for proteins to maintain their functionality in both the parent cell and subsequent generations, it is essential that the information encoded in DNA and RNA remains unaltered. DNA and RNA are constantly exposed to damaging agents, which can modify nucleic acids and change the information they encode. While much is known about how cells respond to damaged DNA, the importance of protecting RNA has only become appreciated over the past decade. Modification of the nucleobase through oxidation and alkylation has long been known to affect its base-pairing properties during DNA replication. Similarly, recent studies have begun to highlight some of the unwanted consequences of chemical damage on mRNA decoding during translation. Oxidation and alkylation of mRNA appear to have drastic effects on the speed and fidelity of protein synthesis. As some mRNAs can persist for days in certain tissues, it is not surprising that it has recently emerged that mRNA-surveillance and RNA-repair pathways have evolved to clear or correct damaged mRNA."
5	6	78	Medical 	 Atopic Dermatitis  	 allergic contact dermatitis; atopic dermatitis; children; contact allergy; contact dermatitis; delayed-type hypersensitivity; patch testing        	Background. Allergic contact dermatitis is known to occur in children with and without atopic dermatitis, but more data are needed on contact sensitization profiles in these two groups. Objectives. To identify frequent allergens in children with and without atopic dermatitis suspected of having allergic contact dermatitis. Methods. A retrospective analysis of children aged 0-17 years patch tested between 1996 and 2013 was performed. Results. Of all 1012 children tested because of suspected contact dermatitis, 46% developed one or more positive reactions, the proportions for children with (n= 526) and without (n= 395) atopic dermatitis being 48% and 47%, respectively. Children with atopic dermatitis reacted more often to lanolin alcohol (30% pet., p= 0.030), Amerchol L-101 (p= 0.030), and fragrances [ fragrance mix I (p= 0.048) and Myroxylon pereirae (p= 0.005)]. Allergens outside the European baseline series that frequently gave positive reactions in these groups included cocamidopropyl betaine and Amerchol L-101. Reactivity to these allergens was significantly more common in atopic dermatitis children. Conclusion. Sensitization prevalences in children with and without atopic dermatitis were similar, but children with atopic dermatitis reacted significantly more often to lanolin alcohol and fragrances. Testing with additional series besides the European baseline series may be necessary, as reactions to, for example, cocamidopropyl betaine and Amerchol L-101 may otherwise be missed.
1	10	26	ECE 	 Electric motor  	 Keywords Direct drive; efficiency; full-electric drive; hydraulic drive; permanent magnet linear motor; stabilizing fins        	Alternatives to hydraulic drives used on board ship are under study for the Italian Navy in order to reduce the use of the oil which cause environmental problems and high cost. The hydraulic system drive used onboard ship are affected by low efficiencies and generally require intensive maintenance, very high encumbrance. So that the Italian Navy has commissioned a research project for the construction and installation of an innovative oil-free electric drive based on a permanent magnet linear actuator. The new electric motor is more efficient, fault tolerant, reduces the encumbrance and ensures a greater control.
4	2	63	Civil 	 Remote Sensing  	 Landscape mapping; Time series; Local spatial indicator; Modified Mann-Kendall test; Vegetation; Built-up areas        	Urbanization is a natural and social process involving simultaneous changes to the Earth's land systems, energy flow, demographics, and the economy. Understanding the spatiotemporal pattern of urbanization is increasingly important for policy formulation, decision making, and natural resource management. A combination of satellite remote sensing and patch-based models has been widely adopted to characterize landscape changes at various spatial and temporal scales. Nevertheless, the validity of this type of framework in identifying long-term changes, especially subtle or gradual land modifications is seriously challenged. In this paper, we integrate annual image time series, continuous spatial indices, and non-parametric trend analysis into a spatiotemporal study of landscape dynamics over the Phoenix metropolitan area from 1991 to 2010. We harness local indicators of spatial dependence and modified Mann-Kendall test to describe the monotonic trends in the quantity and spatial arrangement of two important land use land cover types: vegetation and built-up areas. Results suggest that declines in vegetation and increases in built-up areas are the two prevalent types of changes across the region. Vegetation increases mostly occur at the outskirts where new residential areas are developed from natural desert. A sizable proportion of vegetation declines and built-up increases are seen in the central and southeast part. Extensive land conversion from agricultural fields into urban land use is one important driver of vegetation declines. The xeriscaping, practice also contributes to part of vegetation loss and an increasingly heterogeneous landscape. The quantitative framework proposed in this study provides a pathway to effective landscape mapping and change monitoring from a spatial statistical perspective.
5	13	85	Medical 	 Crohn's Disease  	 (MeSH) Crohn disease; Diffusion Magnetic Resonance Imaging; Magnetic Resonance Imaging; Butylscopolammonium Bromide; Parasympatholytics        	To prospectively investigate how Buscopan affects the diagnosis of bowel inflammation by diffusion-weighted imaging MR enterography (DWI-MRE) in Crohn's disease (CD). Thirty CD patients without previous bowel surgery underwent DWI-MRE (b = 900 sec/mm(2)) before and after intravenous Buscopan. The 30 patients were randomly divided into two groups; using a crossover design, interpretations were made regarding the presence of restricted mural diffusion (i.e., bowel inflammation) in nine bowel segments in two separate reading sessions by two readers. The readers also judged restricted mural diffusion extent in each bowel segment on two side-by-side DWI-MRE images with a random right-to-left order. Ileocolonoscopy and conventional MRE interpreted by an expert panel were reference standards. We analyzed 262 bowel segments. DWI-MRE without Buscopan significantly decreased sensitivity for both readers (58.8 % vs. 72.9 %, P = 0.046; 57.6 % vs. 85.9 %, P = 0.001) and did not significantly increase specificity (P = 0.085 and 0.396). Two readers noted that 28.6 % and 23.3 % of 262 bowel segments had greater diffusion restriction extent on DWI-MRE with Buscopan compared with DWI-MRE without Buscopan (P < 0.001) and 68.7 % and 74 %, respectively, had similar extent between them. Omitting Buscopan caused a greater loss in sensitivity of DWI-MRE than false-positive reduction for diagnosing bowel inflammation in CD. aEuro cent Omitting Buscopan significantly decreases DWI-MRE sensitivity for diagnosing bowel inflammation in CD. aEuro cent Increase in the corresponding DWI-MRE specificity by omitting Buscopan is less apparent. aEuro cent DWI-MRE without Buscopan underestimates the extent of bowel inflammation in CD.
0	15	15	CS 	 Data structures  	 Principal component analysis (PCA); Exploratory factor analysis (EFA); Simple structure; Complex structure; Varimax; Varimin; Artificial data        	It is a common expectation that analytical rotations of factors and components aiming for a simple structure allow dimensions of intercorrelated, manifest variables to be identified with a high degree of certainty. A recently presented counter-model, the rotation to complex structure supported by a large number of investigations fundamentally calls this assumption into question. This paper examines the claimed advantage of a rotation to complex structure with the aid of artificially generated data structures whose components were predetermined. For similarity comparisons, it has been possible to show that only a rotation to complex structure provides interpretable and realistic solutions. (C) 2015 Elsevier Ltd. All rights reserved.
0	2	2	CS 	 network security  	 Computer network; security technology; defense mechanism; development status; service level        	The arrival of the information age has gradually expanded the practical application of computer networks, provided more convenience for people's lives, and promoted the rapid development of Chinese information industry. In this situation, the process of using computer network has gradually produced network security problems, affected the security of the user's personal information. Affected by various illegal attacks will bury a large security risks to popularization and use of computer network, indirectly reduce the efficiency of a variety of information security transmission, restrict the future level of network services. In order to change the current situation of the development of adverse, we need to pay attention to the rational use of network security technology, structure reliability computer network defense mechanism, enhance the safety performance of network. This will maximize to meet the actual needs of users. Based on this, this paper will carry on the systematic elaboration to the security technology in the computer network.
